Time,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Lanes_or_Medians,Types_of_Junction,Road_surface_type,Light_conditions,Weather_conditions,Type_of_collision,Vehicle_movement,Pedestrian_movement,Cause_of_accident,Accident_severity
19:00:00,31-50,Male,Elementary school,Employee,5-10yr,Undivided Two way,Crossing,Earth roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
19:00:00,Over 51,Male,Junior high school,Owner,1-2yr,Undivided Two way,Crossing,Asphalt roads,Daylight,Normal,Collision with pedestrians,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
20:10:00,18-30,Male,Elementary school,Employee,Above 10yr,,Y Shape,Asphalt roads,Daylight,Normal,Collision with pedestrians,Reversing,Not a Pedestrian,Driving carelessly,Slight Injury
20:10:00,31-50,Male,Junior high school,Employee,5-10yr,Undivided Two way,Y Shape,,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
11:11:00,Over 51,Male,Junior high school,Employee,2-5yr,,Y Shape,Gravel roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury
11:11:00,18-30,Male,Elementary school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury
10:35:00,31-50,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Y Shape,,Daylight,Normal,Rollover,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
17:10:00,31-50,Male,Elementary school,Employee,Above 10yr,other,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Reversing,Not a Pedestrian,Driving to the left,Slight Injury
20:21:00,18-30,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Y Shape,Earth roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Moving Backward,Slight Injury
20:21:00,18-30,Male,Junior high school,Employee,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Collision with pedestrians,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
04:45:00,18-30,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other,Not a Pedestrian,No distancing,Slight Injury
04:45:00,18-30,Male,Junior high school,Employee,Above 10yr,Undivided Two way,No junction,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Entering a junction,Not a Pedestrian,Driving carelessly,Slight Injury
04:45:00,18-30,Male,Junior high school,Employee,Below 1yr,One way,No junction,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Turnover,Not a Pedestrian,Changing lane to the left,Slight Injury
12:30:00,18-30,Male,Junior high school,Owner,Above 10yr,Undivided Two way,Crossing,Asphalt roads,Daylight,Other,Collision with pedestrians,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
12:30:00,18-30,Male,High school,Other,Above 10yr,Two-way (divided with broken lines road marking),Crossing,Earth roads,Daylight,Other,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
12:30:00,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Other,Collision with pedestrians,Going straight,Not a Pedestrian,No distancing,Slight Injury
20:25:00,Under 18,Male,Elementary school,,,Undivided Two way,Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving to the left,Slight Injury
20:25:00,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
18:23:00,31-50,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury
03:02:00,18-30,Male,Junior high school,Owner,Below 1yr,Undivided Two way,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
03:02:00,31-50,Male,Junior high school,Employee,5-10yr,other,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
03:02:00,31-50,Male,Elementary school,Employee,2-5yr,One way,No junction,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Getting off,Not a Pedestrian,Changing lane to the left,Slight Injury
20:57:00,Under 18,Male,Junior high school,Owner,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Getting off,Not a Pedestrian,Driving carelessly,Slight Injury
20:57:00,Over 51,Male,Elementary school,Employee,2-5yr,One way,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Getting off,Not a Pedestrian,Driving carelessly,Slight Injury
20:57:00,Over 51,Male,Junior high school,Owner,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Moving Backward,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
20:57:00,Over 51,Male,Junior high school,Employee,Above 10yr,One way,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
16:10:00,Over 51,Male,Junior high school,Employee,2-5yr,Undivided Two way,Unknown,Earth roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,Slight Injury
16:10:00,Over 51,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Waiting to go,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Slight Injury
00:01:00,18-30,Male,Junior high school,Employee,2-5yr,other,Crossing,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving to the left,Serious Injury
00:01:00,31-50,Male,Junior high school,Employee,1-2yr,other,Crossing,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Other,Not a Pedestrian,Overtaking,Serious Injury
17:25:00,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Collision with pedestrians,Going straight,Not a Pedestrian,No distancing,Slight Injury
17:25:00,31-50,Male,Junior high school,Employee,5-10yr,other,Crossing,Other,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
08:39:00,18-30,Male,Elementary school,Owner,2-5yr,Two-way (divided with broken lines road marking),No junction,Gravel roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury
18:31:00,18-30,Male,Elementary school,Employee,Below 1yr,Undivided Two way,Y Shape,Gravel roads,Daylight,Normal,Collision with roadside objects,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury
18:31:00,18-30,Male,,,,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Overtaking,Not a Pedestrian,No priority to vehicle,Serious Injury
11:30:00,Over 51,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
11:30:00,31-50,Male,High school,Employee,1-2yr,Undivided Two way,Y Shape,Earth roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,Slight Injury
11:30:00,Over 51,Male,Junior high school,Owner,5-10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
15:45:00,18-30,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Collision with roadside objects,Turnover,Not a Pedestrian,No distancing,Serious Injury
15:45:00,Under 18,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,Serious Injury
12:20:00,18-30,Male,Junior high school,Employee,Below 1yr,Double carriageway (median),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
19:25:00,18-30,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),Crossing,Earth roads,Daylight,Normal,Collision with roadside objects,Getting off,Not a Pedestrian,No priority to pedestrian,Serious Injury
19:25:00,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Not a Pedestrian,Moving Backward,Serious Injury
19:25:00,18-30,Male,Elementary school,Employee,5-10yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Collision with roadside objects,Getting off,Not a Pedestrian,Changing lane to the left,Serious Injury
19:25:00,31-50,Male,Junior high school,Owner,1-2yr,One way,Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Overtaking,Not a Pedestrian,No distancing,Serious Injury
19:25:00,31-50,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury
19:25:00,31-50,Male,Unknown,Other,,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury
19:25:00,31-50,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,Serious Injury
19:00:00,Under 18,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Reversing,Not a Pedestrian,No distancing,Slight Injury
19:00:00,Over 51,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Getting off,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
20:05:00,18-30,Male,Junior high school,Employee,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
20:05:00,31-50,Male,Junior high school,Employee,No Licence,Double carriageway (median),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
00:18:00,18-30,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),No junction,Earth roads,Darkness - lights lit,Normal,Collision with pedestrians,Going straight,Not a Pedestrian,No distancing,Serious Injury
00:18:00,Over 51,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Reversing,Not a Pedestrian,Driving carelessly,Serious Injury
15:30:00,18-30,Male,Junior high school,Employee,5-10yr,Double carriageway (median),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,Slight Injury
15:30:00,31-50,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Stopping,Not a Pedestrian,Changing lane to the right,Slight Injury
21:41:00,18-30,Male,High school,Owner,2-5yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Overtaking,Not a Pedestrian,Overtaking,Slight Injury
21:41:00,18-30,Male,Junior high school,Employee,Below 1yr,other,Crossing,Earth roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
08:30:00,31-50,Male,Junior high school,Owner,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Reversing,Not a Pedestrian,Moving Backward,Slight Injury
08:30:00,31-50,Male,Junior high school,Employee,Above 10yr,Double carriageway (median),Y Shape,Asphalt roads,Daylight,Normal,Collision with pedestrians,Going straight,Not a Pedestrian,No distancing,Slight Injury
12:46:00,18-30,Male,Elementary school,Employee,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Overtaking,Slight Injury
12:46:00,18-30,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Collision with pedestrians,Reversing,Not a Pedestrian,Driving carelessly,Slight Injury
12:46:00,18-30,Male,Unknown,Employee,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
21:10:00,18-30,Male,Elementary school,Employee,5-10yr,One way,Crossing,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Waiting to go,Not a Pedestrian,Moving Backward,Slight Injury
21:10:00,18-30,Male,Junior high school,Employee,Below 1yr,Double carriageway (median),Crossing,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
21:10:00,18-30,Male,Elementary school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving to the left,Slight Injury
15:30:00,Unknown,Female,Junior high school,Employee,Below 1yr,Double carriageway (median),Y Shape,Other,Daylight,Normal,Vehicle with vehicle collision,Going straight,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Serious Injury
15:30:00,31-50,Male,Junior high school,Employee,5-10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown or other,No distancing,Serious Injury
15:30:00,31-50,Male,Junior high school,Owner,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Collision with pedestrians,Getting off,Not a Pedestrian,No distancing,Serious Injury
09:40:00,31-50,Male,High school,Owner,5-10yr,other,Y Shape,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
09:40:00,31-50,Male,Junior high school,Employee,5-10yr,other,Y Shape,Asphalt roads,Daylight,Normal,Collision with pedestrians,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
09:40:00,18-30,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
19:16:00,18-30,Male,Elementary school,Employee,5-10yr,other,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Reversing,Not a Pedestrian,Changing lane to the left,Serious Injury
19:16:00,18-30,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Turnover,Not a Pedestrian,Moving Backward,Serious Injury
16:59:00,31-50,Male,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Y Shape,Earth roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,Slight Injury
15:30:00,Under 18,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury
15:30:00,Over 51,Male,Junior high school,Employee,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Raining,Collision with roadside objects,Going straight,Not a Pedestrian,Moving Backward,Serious Injury
12:11:00,Over 51,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Not a Pedestrian,No distancing,Serious Injury
17:30:00,Unknown,Female,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Getting off,Not a Pedestrian,Driving to the left,Serious Injury
21:30:00,Under 18,Male,Junior high school,Employee,5-10yr,Undivided Two way,Crossing,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving to the left,Slight Injury
21:30:00,31-50,Male,Junior high school,Employee,,Undivided Two way,Crossing,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
12:17:00,18-30,Male,Junior high school,Owner,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
12:17:00,Over 51,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Overtaking,Slight Injury
12:17:00,31-50,Male,Junior high school,Employee,Below 1yr,,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
02:42:00,18-30,Male,Junior high school,Employee,1-2yr,other,Y Shape,Asphalt roads,Darkness - lights lit,Unknown,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
02:42:00,Unknown,Female,Junior high school,Employee,Below 1yr,other,Y Shape,Asphalt roads,Darkness - lights lit,Unknown,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
15:15:00,18-30,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,Serious Injury
15:15:00,Over 51,Male,Junior high school,Employee,Below 1yr,other,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Moving Backward,Serious Injury
07:15:00,18-30,Male,Junior high school,Employee,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Other,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
07:15:00,18-30,Male,Junior high school,Employee,1-2yr,One way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Reversing,Not a Pedestrian,Changing lane to the right,Slight Injury
21:09:00,31-50,Male,Elementary school,Employee,5-10yr,Two-way (divided with broken lines road marking),Unknown,Earth roads,Darkness - lights lit,Raining,Collision with roadside objects,Going straight,Not a Pedestrian,No distancing,Serious Injury
07:30:00,31-50,Male,Junior high school,Owner,Below 1yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Turnover,Not a Pedestrian,Driving at high speed,Serious Injury
08:50:00,18-30,Male,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Crossing,,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
08:00:00,31-50,Male,Writing & reading,Employee,Below 1yr,Double carriageway (median),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
08:00:00,31-50,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,Slight Injury
09:15:00,31-50,Male,Elementary school,Owner,5-10yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Turnover,Slight Injury
09:15:00,18-30,Male,Junior high school,Employee,2-5yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Reversing,Not a Pedestrian,No distancing,Slight Injury
20:05:00,Unknown,Female,Junior high school,Owner,Below 1yr,Undivided Two way,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
20:05:00,18-30,Male,Writing & reading,Employee,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Turnover,Not a Pedestrian,No distancing,Slight Injury
13:00:00,31-50,Male,Writing & reading,Employee,5-10yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
13:00:00,31-50,Male,Junior high school,Employee,5-10yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Unknown or other,Driving carelessly,Slight Injury
17:40:00,18-30,Male,Junior high school,Employee,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Unknown or other,Changing lane to the right,Serious Injury
17:40:00,Over 51,Male,Junior high school,Employee,Above 10yr,One way,Y Shape,Gravel roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury
16:24:00,31-50,Male,Junior high school,Employee,5-10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,Slight Injury
16:24:00,18-30,Male,Junior high school,Employee,Above 10yr,other,Y Shape,Asphalt roads,Daylight,Normal,Collision with roadside objects,Getting off,Not a Pedestrian,No priority to pedestrian,Slight Injury
11:10:00,Over 51,Male,Junior high school,Employee,2-5yr,other,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Not a Pedestrian,No priority to pedestrian,Slight Injury
11:10:00,31-50,Male,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
14:21:00,31-50,Male,Junior high school,Employee,Below 1yr,One way,Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Turnover,Not a Pedestrian,Changing lane to the left,Slight Injury
07:45:00,Over 51,Male,Junior high school,Owner,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
22:15:00,18-30,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,,Not a Pedestrian,No distancing,Serious Injury
22:15:00,18-30,Male,Elementary school,Employee,Below 1yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury
08:55:00,Over 51,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Collision with pedestrians,Going straight,Not a Pedestrian,No distancing,Slight Injury
08:55:00,Over 51,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,Slight Injury
08:55:00,31-50,Male,High school,Employee,Above 10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
08:55:00,31-50,Male,High school,Employee,Above 10yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Turnover,Not a Pedestrian,Changing lane to the left,Slight Injury
08:55:00,31-50,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Turnover,Not a Pedestrian,No distancing,Slight Injury
15:35:00,18-30,Male,Elementary school,Employee,1-2yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Overturning,Serious Injury
19:50:00,18-30,Male,Elementary school,Employee,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Getting off,Not a Pedestrian,No priority to vehicle,Slight Injury
19:50:00,Over 51,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Getting off,Not a Pedestrian,Moving Backward,Slight Injury
01:40:00,Unknown,Female,Junior high school,Employee,1-2yr,Double carriageway (median),O Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
01:40:00,31-50,Male,Junior high school,Owner,5-10yr,Undivided Two way,O Shape,Other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Overtaking,Not a Pedestrian,Moving Backward,Slight Injury
01:40:00,31-50,Male,High school,Owner,Above 10yr,Double carriageway (median),O Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Reversing,Not a Pedestrian,Changing lane to the right,Slight Injury
01:40:00,31-50,Male,,Owner,Below 1yr,Two-way (divided with broken lines road marking),O Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Overspeed,Slight Injury
15:09:00,Unknown,Female,Writing & reading,Owner,5-10yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Collision with roadside objects,Getting off,Not a Pedestrian,Driving under the influence of drugs,Serious Injury
15:09:00,18-30,Male,Above high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Getting off,Not a Pedestrian,Driving carelessly,Serious Injury
15:09:00,18-30,Male,High school,Employee,Below 1yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Collision with roadside objects,Reversing,Not a Pedestrian,No distancing,Serious Injury
15:45:00,31-50,Male,Junior high school,Employee,1-2yr,other,Y Shape,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Turnover,Not a Pedestrian,No priority to vehicle,Slight Injury
13:09:00,18-30,Male,Junior high school,Employee,Above 10yr,One way,Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Not a Pedestrian,Overspeed,Slight Injury
13:09:00,31-50,Male,Junior high school,Owner,Above 10yr,Two-way (divided with broken lines road marking),Crossing,Other,Daylight,Normal,,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
17:40:00,31-50,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Collision with pedestrians,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury
14:50:00,18-30,Male,Junior high school,Employee,No Licence,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
14:50:00,18-30,Male,Junior high school,Employee,1-2yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
